method,seed,model_slug,objective,label,threshold,transform,rho,threshold_delta,conflict_filter,opposite_margin
schwartz_geoloss,1984,deberta-v3-base,f1,Universalism: nature,0.08,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,f1,Universalism: tolerance,0.14,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Self-direction: thought,0.06,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Self-direction: action,0.13,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Stimulation,0.19,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Hedonism,0.5700000000000001,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Achievement,0.16,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Power: dominance,0.31,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Power: resources,0.18,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Face,0.17,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Security: personal,0.11,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Security: societal,0.38,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Tradition,0.16,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Conformity: rules,0.29,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Conformity: interpersonal,0.1,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Humility,0.04,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Benevolence: caring,0.15,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Benevolence: dependability,0.18,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Universalism: concern,0.27,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Universalism: nature,0.08,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_99,Universalism: tolerance,0.14,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Self-direction: thought,0.06,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Self-direction: action,0.13,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Stimulation,0.19,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Hedonism,0.5700000000000001,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Achievement,0.16,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Power: dominance,0.31,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Power: resources,0.18,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Face,0.17,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Security: personal,0.11,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Security: societal,0.38,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Tradition,0.16,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Conformity: rules,0.29,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Conformity: interpersonal,0.1,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Humility,0.04,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Benevolence: caring,0.15,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Benevolence: dependability,0.18,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Universalism: concern,0.27,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Universalism: nature,0.08,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_98,Universalism: tolerance,0.14,none,0.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Self-direction: thought,0.06,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Self-direction: action,0.13,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Stimulation,0.19,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Hedonism,0.5700000000000001,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Achievement,0.16,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Power: dominance,0.31,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Power: resources,0.18,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Face,0.17,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Security: personal,0.11,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Security: societal,0.38,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Tradition,0.16,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Conformity: rules,0.29,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Conformity: interpersonal,0.1,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Humility,0.04,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Benevolence: caring,0.15,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Benevolence: dependability,0.18,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Universalism: concern,0.27,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Universalism: nature,0.08,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,1984,deberta-v3-base,pareto_95,Universalism: tolerance,0.14,opposite_suppression,1.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Self-direction: thought,0.44,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Self-direction: action,0.24,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Stimulation,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Hedonism,0.5,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Achievement,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Power: dominance,0.26,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Power: resources,0.43,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Face,0.14,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Security: personal,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Security: societal,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Tradition,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Conformity: rules,0.55,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Conformity: interpersonal,0.15,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Humility,0.56,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Benevolence: caring,0.47000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Benevolence: dependability,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Universalism: concern,0.61,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Universalism: nature,0.62,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,standard,Universalism: tolerance,0.6900000000000001,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Self-direction: thought,0.44,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Self-direction: action,0.24,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Stimulation,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Hedonism,0.5,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Achievement,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Power: dominance,0.26,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Power: resources,0.43,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Face,0.14,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Security: personal,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Security: societal,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Tradition,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Conformity: rules,0.55,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Conformity: interpersonal,0.15,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Humility,0.56,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Benevolence: caring,0.47000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Benevolence: dependability,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Universalism: concern,0.61,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Universalism: nature,0.62,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,f1,Universalism: tolerance,0.6900000000000001,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Self-direction: thought,0.44,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Self-direction: action,0.24,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Stimulation,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Hedonism,0.5,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Achievement,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Power: dominance,0.26,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Power: resources,0.43,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Face,0.14,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Security: personal,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Security: societal,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Tradition,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Conformity: rules,0.55,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Conformity: interpersonal,0.15,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Humility,0.56,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Benevolence: caring,0.47000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Benevolence: dependability,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Universalism: concern,0.61,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Universalism: nature,0.62,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_99,Universalism: tolerance,0.6900000000000001,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Self-direction: thought,0.44,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Self-direction: action,0.24,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Stimulation,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Hedonism,0.5,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Achievement,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Power: dominance,0.26,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Power: resources,0.43,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Face,0.14,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Security: personal,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Security: societal,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Tradition,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Conformity: rules,0.55,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Conformity: interpersonal,0.15,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Humility,0.56,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Benevolence: caring,0.47000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Benevolence: dependability,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Universalism: concern,0.61,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Universalism: nature,0.62,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_98,Universalism: tolerance,0.6900000000000001,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Self-direction: thought,0.44,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Self-direction: action,0.24,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Stimulation,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Hedonism,0.5,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Achievement,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Power: dominance,0.26,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Power: resources,0.43,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Face,0.14,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Security: personal,0.33,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Security: societal,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Tradition,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Conformity: rules,0.55,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Conformity: interpersonal,0.15,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Humility,0.56,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Benevolence: caring,0.47000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Benevolence: dependability,0.42,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Universalism: concern,0.61,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Universalism: nature,0.62,none,0.0,0.0,none,
schwartz_geosmooth,7,deberta-v3-base,pareto_95,Universalism: tolerance,0.6900000000000001,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Self-direction: thought,0.27,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Self-direction: action,0.25,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Stimulation,0.39,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Hedonism,0.22,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Achievement,0.38,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Power: dominance,0.28,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Power: resources,0.34,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Face,0.27,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Security: personal,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Security: societal,0.43,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Tradition,0.2,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Conformity: rules,0.34,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Conformity: interpersonal,0.22,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Humility,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Benevolence: caring,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Benevolence: dependability,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Universalism: concern,0.4,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Universalism: nature,0.53,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,standard,Universalism: tolerance,0.49,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Self-direction: thought,0.27,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Self-direction: action,0.25,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Stimulation,0.39,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Hedonism,0.22,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Achievement,0.38,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Power: dominance,0.28,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Power: resources,0.34,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Face,0.27,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Security: personal,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Security: societal,0.43,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Tradition,0.2,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Conformity: rules,0.34,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Conformity: interpersonal,0.22,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Humility,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Benevolence: caring,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Benevolence: dependability,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Universalism: concern,0.4,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Universalism: nature,0.53,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,f1,Universalism: tolerance,0.49,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Self-direction: thought,0.27,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Self-direction: action,0.25,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Stimulation,0.39,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Hedonism,0.22,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Achievement,0.38,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Power: dominance,0.28,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Power: resources,0.34,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Face,0.27,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Security: personal,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Security: societal,0.43,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Tradition,0.2,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Conformity: rules,0.34,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Conformity: interpersonal,0.22,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Humility,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Benevolence: caring,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Benevolence: dependability,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Universalism: concern,0.4,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Universalism: nature,0.53,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_99,Universalism: tolerance,0.49,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Self-direction: thought,0.27,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Self-direction: action,0.25,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Stimulation,0.39,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Hedonism,0.22,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Achievement,0.38,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Power: dominance,0.28,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Power: resources,0.34,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Face,0.27,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Security: personal,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Security: societal,0.43,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Tradition,0.2,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Conformity: rules,0.34,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Conformity: interpersonal,0.22,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Humility,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Benevolence: caring,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Benevolence: dependability,0.3,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Universalism: concern,0.4,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Universalism: nature,0.53,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_98,Universalism: tolerance,0.49,none,0.0,0.0,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Self-direction: thought,0.22000000000000003,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Self-direction: action,0.2,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Stimulation,0.34,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Hedonism,0.16999999999999998,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Achievement,0.33,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Power: dominance,0.23000000000000004,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Power: resources,0.29000000000000004,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Face,0.22000000000000003,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Security: personal,0.25,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Security: societal,0.38,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Tradition,0.15000000000000002,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Conformity: rules,0.29000000000000004,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Conformity: interpersonal,0.16999999999999998,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Humility,0.30000000000000004,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Benevolence: caring,0.25,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Benevolence: dependability,0.25,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Universalism: concern,0.35000000000000003,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Universalism: nature,0.48000000000000004,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,11,deberta-v3-base,pareto_95,Universalism: tolerance,0.44,opposite_suppression,0.5,-0.05,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Self-direction: thought,0.36,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Self-direction: action,0.29,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Stimulation,0.42,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Hedonism,0.38,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Achievement,0.41000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Power: dominance,0.3,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Power: resources,0.35000000000000003,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Face,0.13,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Security: personal,0.37,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Security: societal,0.53,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Tradition,0.19,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Conformity: rules,0.44,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Conformity: interpersonal,0.27,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Humility,0.43,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Benevolence: caring,0.34,none,0.0,0.0,none,
schwartz_geosmooth,42,deberta-v3-base,standard,Benevolence: dependability,0.38,none,0.0,0.0,none,
